"Field";"freqRatio";"percentUnique";"zeroVar";"nzv";"className";"isSymbolic";"isNumeric";"nDistinct";"nNA";"isDate";"isBoolean";"Overlap";"ksTest";"AUCVal";"AUCDev";"Binning";"BinParam";"FinalName"
"VAR_1050";"57.5294117647059";"0.025";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"5";"0";"FALSE";"FALSE";"1";"0.13671875";"0.507921266626013";"0.508757069984986";"symbin";"80";"VAR_1050_symbin"
"VAR_1051";"81.9625";"0.02";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"4";"0";"FALSE";"FALSE";"0.8";"0.0859375";"0.508315882731959";"0.508316768951847";"none";NA;"VAR_1051"
"VAR_1052";"3.91151479636683";"0.095";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"19";"0";"FALSE";"FALSE";"0.8";"0.056640625";"0.548946599721557";"0.569488636644664";"none";NA;"VAR_1052"
"VAR_1053";"4.92284055991806";"0.09";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"18";"0";"FALSE";"FALSE";"0.75";"0.08984375";"0.553789680941642";"0.571888284483684";"none";NA;"VAR_1053"
"VAR_1054";"65.6642066420664";"0.155";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"31";"0";"FALSE";"FALSE";"0.794117647058823";"0.099609375";"0.501371897724135";"0.514728143306115";"none";NA;"VAR_1054"
"VAR_1055";"254.410256410256";"0.02";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"4";"0";"FALSE";"FALSE";"1";"0.0546875";"0.504999309646539";"0.505245740498107";"symbin";"80";"VAR_1055_symbin"
"VAR_1056";"2.11244315832989";"0.085";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"17";"0";"FALSE";"FALSE";"1";"0.0859375";"0.511237480152338";"0.50859888410642";"symbin";"320";"VAR_1056_symbin"
"VAR_1057";"5.45241379310345";"0.065";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"13";"0";"FALSE";"FALSE";"0.928571428571429";"0.033203125";"0.567768619408137";"0.551279627719338";"none";NA;"VAR_1057"
"VAR_1058";"4.30011621150494";"0.065";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"13";"0";"FALSE";"FALSE";"0.928571428571429";"0.02734375";"0.562338378187132";"0.547050584148821";"none";NA;"VAR_1058"
"VAR_1059";"3.30597746202842";"0.07";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"14";"0";"FALSE";"FALSE";"1";"0.07421875";"0.550049367463641";"0.533391803553899";"symbin";"32";"VAR_1059_symbin"
"VAR_1060";"4.47018485390578";"0.055";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"11";"0";"FALSE";"FALSE";"0.916666666666667";"0.041015625";"0.520425293687868";"0.508029275211246";"none";NA;"VAR_1060"
"VAR_1061";"14.6033519553073";"0.055";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"11";"0";"FALSE";"FALSE";"1";"0.083984375";"0.541147223628498";"0.528316869204255";"symbin";"320";"VAR_1061_symbin"
"VAR_1062";"11.1373283395755";"0.055";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"11";"0";"FALSE";"FALSE";"1";"0.072265625";"0.538296998688328";"0.527249059074596";"symbin";"320";"VAR_1062_symbin"
"VAR_1063";"8.21716203259827";"0.06";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"12";"0";"FALSE";"FALSE";"1";"0.10546875";"0.533618955092507";"0.521092308091884";"symbin";"80";"VAR_1063_symbin"
"VAR_1064";"7.43459174714662";"0.07";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"14";"0";"FALSE";"FALSE";"0.6875";"0.134765625";"0.510860302662463";"0.508631710115994";"none";NA;"VAR_1064"
"VAR_1065";"26.1806896551724";"0.065";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"13";"0";"FALSE";"FALSE";"0.733333333333333";"0.09765625";"0.525283835949006";"0.522381216921835";"none";NA;"VAR_1065"
"VAR_1066";"20.1950431034483";"0.07";"FALSE";"TRUE";"integer";"FALSE";"TRUE";"14";"0";"FALSE";"FALSE";"0.8";"0.189453125";"0.525497414050994";"0.522109947658262";"none";NA;"VAR_1066"
"VAR_1067";"14.7951612903226";"0.065";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"13";"0";"FALSE";"FALSE";"0.733333333333333";"0.123046875";"0.52031940353461";"0.518022610422316";"none";NA;"VAR_1067"
"VAR_1068";"5.97199402539208";"0.095";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"19";"0";"FALSE";"FALSE";"0.85";"0.05078125";"0.534199643029731";"0.517347370533497";"none";NA;"VAR_1068"
"VAR_1069";"17.6167778836988";"0.085";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"17";"0";"FALSE";"FALSE";"0.8";"0.04296875";"0.538207828032953";"0.529317940507693";"none";NA;"VAR_1069"
"VAR_1070";"14.5271565495208";"0.085";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"17";"0";"FALSE";"FALSE";"0.8";"0.08984375";"0.545566204896907";"0.529452394068526";"none";NA;"VAR_1070"
"VAR_1071";"10.7141119221411";"0.085";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"17";"0";"FALSE";"FALSE";"0.8";"0.048828125";"0.546739626001013";"0.527180124454492";"none";NA;"VAR_1071"
"VAR_1072";"1.05334364128334";"0.195";"FALSE";"FALSE";"integer";"FALSE";"TRUE";"39";"0";"FALSE";"FALSE";"0.878048780487805";"0.11328125";"0.541277563800166";"0.55334439481137";"none";NA;"VAR_1072"
